name,min megahertz,max megahertz,min megabytes,max megabytes,mem_level:portal2,min megatexels,max megatexels,gpu_mem_level:portal2,mat_triplebuffered:portal2,min_processor_count,max_processor_count,cpu_level:portal2,VendorID,MinDeviceID,MaxDeviceID,m_nDriverVersion_BuildHigh,m_nDriverVersion_BuildLow,m_nDriverVersion_Vista_BuildHigh,m_nDriverVersion_Vista_BuildLow,MakeMeLast,Laptop:base,MinDxLevel:base,MaxDxLevel:base,DxLevel:base,CentroidHack:base,NoUserClipPlanes:base,PreferZPrepass:base,DisableShaderOptimizations:base,SuppressPixelShaderCentroidHackFixup:base,PreferTexturesInHWMemory:base,PreferHardwareSync:base,Unsupported:portal2,DefaultRes:portal2,DefaultResHeight:portal2,gpu_level:portal2,mat_antialias:portal2,mat_forceaniso:portal2,mat_grain_scale_override:portal2,mat_tonemapping_occlusion_use_stencil:portal2,mat_vsync:portal2,videoconfig_version:portal2
90,,,,,,,,,,,,,,,,,,,,,,90,90,90,0,0,0,,,0,1,,800,600,0,,,1,0,1,
92,,,,,,,,,,,,,,,,,,,,,,90,92,92,0,0,0,,,0,1,,1024,768,1,,,1,0,1,
95,,,,,,,,,,,,,,,,,,,,,,90,95,95,0,0,0,,,0,1,,1024,768,2,,,1,0,1,
97,,,,,,,,,,,,,,,,,,,,,,97,97,97,0,0,1,,,0,0,,1280,1024,3,,4,1,0,1,
98,,,,,,,,,,,,,,,,,,,,,,98,98,98,0,0,1,,,0,0,,1280,1024,3,,4,1,0,1,
100,,,,,,,,,,,,,,,,,,,,,,92,100,100,0,0,0,,,0,1,,1600,1200,3,4,4,1,0,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD,0,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,0,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
memory [0-1024),,,0,1200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
memory [1024-1536),,,1200,1800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
memory [1536-),,,1800,65535,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vid mem [0-128),,,,,,0,140,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vid mem [128-256),,,,,,140,300,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vid mem [256-infinity),,,,,,300,530,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vid mem [512-infinity),,,,,,530,65535,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpu_level_0,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
cpu_level_1,,,,,,,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
cpu_level 2,,,,,,,,,,3,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Card/dxlevel specific stuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,0x1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVidia Quadro FX 4000,,,,,,,,,,,,,0x10de,0x004e,0x004e,12,6658,12,6658,,,,,92,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6800,,,,,,,,,,,,,0x10de,0x004f,0x004f,12,6658,12,6658,,,,,,1,,1,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 7800,,,,,,,,,,,,,0x10de,0x0090,0x0095,12,6658,12,6658,,,,,,1,,0,,1,0,,,1024,768,0,2,2,1,,,
NVIDIA GeForce Go 7800,,,,,,,,,,,,,0x10de,0x0098,0x0099,12,6658,12,6658,,1,,,,,,0,,,0,,,1024,768,0,0,0,1,,,
NVIDIA GeForce 7800,,,,,,,,,,,,,0x10de,0x009a,0x009a,12,6658,12,6658,,,,,,,,1,,1,0,,,1024,768,0,2,2,1,,,
NVIDIA Quadro FX 4500,,,,,,,,,,,,,0x10de,0x009d,0x009d,12,6658,12,6658,,,,,92,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA G70GL,,,,,,,,,,,,,0x10de,0x009e,0x009e,12,6658,12,6658,,,,,,,,0,,,0,,1,640,480,0,0,0,1,,,
NVIDIA TNT2,,,,,,,,,,,,,0x10de,0x00a0,0x00a0,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6800,,,,,,,,,,,,,0x10de,0x00c0,0x00c3,12,6658,12,6658,,,,,,1,,1,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 9500,,,,,,,,,,,,,0x10de,0x00c5,0x00c5,12,6658,12,6658,,1,,,,,,,,,,,,1440,900,1,2,4,1,,,
NVIDIA GeForce 9800,,,,,,,,,,,,,0x10de,0x00c6,0x00c6,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,2,4,4,1,,,
NVIDIA GeForce 6800,,,,,,,,,,,,,0x10de,0x00c8,0x00c8,12,6658,12,6658,,,,,,1,,,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce Go 6800,,,,,,,,,,,,,0x10de,0x00c9,0x00c9,12,6658,12,6658,,1,,,,1,,1,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA Quadro FX Go1400,,,,,,,,,,,,,0x10de,0x00cc,0x00cc,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro FX 3450/4000 SDI,,,,,,,,,,,,,0x10de,0x00cd,0x00cd,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro FX,,,,,,,,,,,,,0x10de,0x00ce,0x00ce,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6600,,,,,,,,,,,,,0x10de,0x00f0,0x00f2,12,6658,12,6658,,,,,92,1,,1,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6200,,,,,,,,,,,,,0x10de,0x00f3,0x00f3,12,6658,12,6658,,,,,92,,,,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6600,,,,,,,,,,,,,0x10de,0x00f4,0x00f4,12,6658,12,6658,,,,,,1,,1,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 7800,,,,,,,,,,,,,0x10de,0x00f5,0x00f5,12,6658,12,6658,,,,,,,,0,,,0,,,1024,768,0,2,2,1,,,
NVIDIA GeForce 6800,,,,,,,,,,,,,0x10de,0x00f6,0x00f6,12,6658,12,6658,,,,,,1,,1,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6600,,,,,,,,,,,,,0x10de,0x00f7,0x00f7,12,6658,12,6658,,,,,92,1,,1,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA Quadro FX 3400,,,,,,,,,,,,,0x10de,0x00f8,0x00f8,12,6658,12,6658,,,,,92,,,,,,,,1,640,480,0,0,0,1,,,
NVidia GeForce 6800,,,,,,,,,,,,,0x10de,0x00f9,0x00f9,12,6658,12,6658,,,,,,1,,1,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX 5750,,,,,,,,,,,,,0x10de,0x00fa,0x00fa,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX 5900,,,,,,,,,,,,,0x10de,0x00fb,0x00fb,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVidia Quadro FX 330,,,,,,,,,,,,,0x10de,0x00fc,0x00fd,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVidia Quadro FX 1300,,,,,,,,,,,,,0x10de,0x00fe,0x00fe,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVidia GeForce PCX 4300,,,,,,,,,,,,,0x10de,0x00ff,0x00ff,12,6658,12,6658,,,,,,,,1,,,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce,,,,,,,,,,,,,0x10de,0x0100,0x0101,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro,,,,,,,,,,,,,0x10de,0x0103,0x0103,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce2 MX,,,,,,,,,,,,,0x10de,0x0110,0x0111,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce2 Go,,,,,,,,,,,,,0x10de,0x0112,0x0112,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro2,,,,,,,,,,,,,0x10de,0x0113,0x0113,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVidia GeForce 6600,,,,,,,,,,,,,0x10de,0x0140,0x0144,12,6658,12,6658,,,,,,,,1,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6610 XL,,,,,,,,,,,,,0x10de,0x0145,0x0145,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6600,,,,,,,,,,,,,0x10de,0x0146,0x0146,12,6658,12,6658,,,,,,1,,1,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6700 XL,,,,,,,,,,,,,0x10de,0x0147,0x0147,12,6658,12,6658,,,,,,1,,1,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6600,,,,,,,,,,,,,0x10de,0x0148,0x0148,12,6658,12,6658,,,,,,1,,1,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce Go 6600,,,,,,,,,,,,,0x10de,0x0149,0x0149,12,6658,12,6658,,1,,,,1,,1,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA Quadro NVS 440,,,,,,,,,,,,,0x10de,0x014a,0x014a,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 9500,,,,,,,,,,,,,0x10de,0x014b,0x014b,12,6658,12,6658,,1,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro FX 550,,,,,,,,,,,,,0x10de,0x014d,0x014d,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro FX 540,,,,,,,,,,,,,0x10de,0x014e,0x014e,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6200,,,,,,,,,,,,,0x10de,0x014f,0x014f,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce2,,,,,,,,,,,,,0x10de,0x0150,0x0152,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro2 Pro,,,,,,,,,,,,,0x10de,0x0153,0x0153,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6500,,,,,,,,,,,,,0x10de,0x0160,0x0160,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6200,,,,,,,,,,,,,0x10de,0x0161,0x0163,12,6658,12,6658,,,,,,,,,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA Quadro NVS 285,,,,,,,,,,,,,0x10de,0x0165,0x0165,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce Go 6400,,,,,,,,,,,,,0x10de,0x0166,0x0166,12,6658,12,6658,,1,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce Go 6200,,,,,,,,,,,,,0x10de,0x0167,0x0167,12,6658,12,6658,,1,,,,,,,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce Go 6400,,,,,,,,,,,,,0x10de,0x0168,0x0168,12,6658,12,6658,,1,,,,,,,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 7100,,,,,,,,,,,,,0x10de,0x016a,0x016a,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 9500,,,,,,,,,,,,,0x10de,0x016e,0x016e,12,6658,12,6658,,1,,,,,,,,,,,,1440,900,1,2,4,1,,,
NVIDIA GeForce 9400,,,,,,,,,,,,,0x10de,0x016f,0x016f,12,6658,12,6658,,,,,,,,,,,,,,1024,768,0,2,4,1,,,
NVIDIA GeForce4 MX,,,,,,,,,,,,,0x10de,0x0170,0x0173,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce4 440 Go,,,,,,,,,,,,,0x10de,0x0174,0x0174,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce4 420 Go,,,,,,,,,,,,,0x10de,0x0175,0x0176,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce4 460 Go,,,,,,,,,,,,,0x10de,0x0177,0x0177,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro4 500/550 XGL,,,,,,,,,,,,,0x10de,0x0178,0x0178,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce4 440 Go,,,,,,,,,,,,,0x10de,0x0179,0x0179,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVidia Quadro NVS,,,,,,,,,,,,,0x10de,0x017a,0x017a,12,6658,12,6658,,,,,,,1,1,,,0,,1,640,480,0,0,0,1,,,
NVIDIA Quadro4 500 GoGL,,,,,,,,,,,,,0x10de,0x017c,0x017c,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce4 MX,,,,,,,,,,,,,0x10de,0x0181,0x0183,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX 5200,,,,,,,,,,,,,0x10de,0x0184,0x0184,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce4 MX,,,,,,,,,,,,,0x10de,0x0185,0x0185,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce4 448 Go,,,,,,,,,,,,,0x10de,0x0186,0x0186,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce4 488 Go,,,,,,,,,,,,,0x10de,0x0187,0x0187,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro4 580 XG,,,,,,,,,,,,,0x10de,0x0188,0x0188,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce4 MX,,,,,,,,,,,,,0x10de,0x0189,0x0189,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro NVS with AGP8X,,,,,,,,,,,,,0x10de,0x018a,0x018a,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro4 380 XGL,,,,,,,,,,,,,0x10de,0x018b,0x018b,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro NVS 50 PCI,,,,,,,,,,,,,0x10de,0x018c,0x018c,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce4 Ti 4200,,,,,,,,,,,,,0x10de,0x018d,0x018d,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 8600,,,,,,,,,,,,,0x10de,0x018f,0x018f,12,6658,12,6658,,,,,,,,,,,,,,1024,768,2,2,4,1,,,
NVIDIA GeForce 8800,,,,,,,,,,,,,0x10de,0x0190,0x0194,12,6658,12,6658,,,,,,,,,,,,,,1600,900,2,2,4,1,,,
NVIDIA GeForce 8800,,,,,,,,,,,,,0x10de,0x0197,0x0197,12,6658,12,6658,,,,,,,,,,,,,,1600,900,2,2,4,1,,,
NVIDIA Quadro FX 5600,,,,,,,,,,,,,0x10de,0x019d,0x019d,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro FX 4600,,,,,,,,,,,,,0x10de,0x019e,0x019e,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce2 Integrated GPU,,,,,,,,,,,,,0x10de,0x01a0,0x01a0,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 7350,,,,,,,,,,,,,0x10de,0x01d0,0x01d0,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 7300,,,,,,,,,,,,,0x10de,0x01d1,0x01d1,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 7300,,,,,,,,,,,,,0x10de,0x01d3,0x01d3,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce Go 7200,,,,,,,,,,,,,0x10de,0x01d6,0x01d6,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce Go 7300,,,,,,,,,,,,,0x10de,0x01d7,0x01d7,12,6658,12,6658,,1,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce Go 7400,,,,,,,,,,,,,0x10de,0x01d8,0x01d8,12,6658,12,6658,,1,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 7300,,,,,,,,,,,,,0x10de,0x01d9,0x01d9,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro NVS 110M,,,,,,,,,,,,,0x10de,0x01da,0x01da,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro FX 350M,,,,,,,,,,,,,0x10de,0x01dc,0x01dc,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 7500,,,,,,,,,,,,,0x10de,0x01dd,0x01dd,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro FX 350,,,,,,,,,,,,,0x10de,0x01de,0x01de,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 7300,,,,,,,,,,,,,0x10de,0x01df,0x01df,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce4 MX,,,,,,,,,,,,,0x10de,0x01f0,0x01f0,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce3,,,,,,,,,,,,,0x10de,0x0200,0x0202,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro DCC,,,,,,,,,,,,,0x10de,0x0203,0x0203,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6800,,,,,,,,,,,,,0x10de,0x0211,0x0211,12,6658,12,6658,,,,,,1,,1,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6800,,,,,,,,,,,,,0x10de,0x0215,0x0215,12,6658,12,6658,,,,,,1,,1,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6800,,,,,,,,,,,,,0x10de,0x0218,0x0218,12,6658,12,6658,,,,,,1,,1,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6200,,,,,,,,,,,,,0x10de,0x0220,0x0222,12,6658,12,6658,,,,,,,,,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6200,,,,,,,,,,,,,0x10de,0x0229,0x0229,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6150,,,,,,,,,,,,,0x10de,0x0240,0x0241,12,6658,12,6658,,,,,,,,,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 6100,,,,,,,,,,,,,0x10de,0x0242,0x0242,12,6658,12,6658,,,,,,,,,,1,0,,1,640,480,0,0,0,1,,,
NVIDIA GeForce Go 6150,,,,,,,,,,,,,0x10de,0x0244,0x0244,12,6658,12,6658,,1,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce Go 6100,,,,,,,,,,,,,0x10de,0x0247,0x0247,12,6658,12,6658,,1,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce4,,,,,,,,,,,,,0x10de,0x0250,0x0254,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce4 Ti 4200,,,,,,,,,,,,,0x10de,0x0257,0x0257,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro4 900 XGL,,,,,,,,,,,,,0x10de,0x0258,0x0258,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro4 750 XGL,,,,,,,,,,,,,0x10de,0x0259,0x0259,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro4 700 XGL,,,,,,,,,,,,,0x10de,0x025b,0x025b,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce4,,,,,,,,,,,,,0x10de,0x0280,0x0283,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce4,,,,,,,,,,,,,0x10de,0x0285,0x0285,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce4 4200 Go,,,,,,,,,,,,,0x10de,0x0286,0x0286,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro4 980 XGL,,,,,,,,,,,,,0x10de,0x0288,0x0288,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro4 780 XGL,,,,,,,,,,,,,0x10de,0x0289,0x0289,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro4 700 GoGL,,,,,,,,,,,,,0x10de,0x028c,0x028c,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 7900,,,,,,,,,,,,,0x10de,0x0290,0x0293,12,6658,12,6658,,,,,,1,,1,,1,0,,,1024,768,2,2,2,1,,,
NVIDIA GeForce 7950,,,,,,,,,,,,,0x10de,0x0294,0x0295,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,2,2,2,1,,,
NVIDIA GeForce 7900 GTX,,,,,,,,,,,,,0x10de,0x0296,0x0296,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,2,2,2,1,,,
NVIDIA GeForce Go 7950,,,,,,,,,,,,,0x10de,0x0297,0x0297,12,6658,12,6658,,1,,,,,,,,,,,,1280,1024,2,2,2,1,,,
NVIDIA GeForce Go 7900,,,,,,,,,,,,,0x10de,0x0298,0x0299,12,6658,12,6658,,1,,,,1,,1,,1,0,,,1024,768,2,0,2,1,,,
NVIDIA Quadro FX 2500M,,,,,,,,,,,,,0x10de,0x029a,0x029a,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro FX 1500M,,,,,,,,,,,,,0x10de,0x029b,0x029b,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro FX 5500,,,,,,,,,,,,,0x10de,0x029c,0x029c,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro FX 3500,,,,,,,,,,,,,0x10de,0x029d,0x029d,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro FX 1500,,,,,,,,,,,,,0x10de,0x029e,0x029e,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA Quadro FX 4500 X2,,,,,,,,,,,,,0x10de,0x029f,0x029f,12,6658,12,6658,,,,,,,,,,,,,,1024,768,0,0,0,1,,,
NVIDIA GeForce 7600,,,,,,,,,,,,,0x10de,0x02e0,0x02e1,12,6658,12,6658,,,,,,,,,,,,,,1024,768,0,0,0,1,,,
NVIDIA GeForce 7300,,,,,,,,,,,,,0x10de,0x02e2,0x02e2,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce 7900,,,,,,,,,,,,,0x10de,0x02e3,0x02e3,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,2,2,2,1,,,
NVIDIA GeForce 7950,,,,,,,,,,,,,0x10de,0x02e4,0x02e4,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,2,2,2,1,,,
NVIDIA GeForce 7600,,,,,,,,,,,,,0x10de,0x02e5,0x02e5,12,6658,12,6658,,,,,,,,,,,,,,1024,768,0,0,0,1,,,
NVIDIA GeForce FX 5800,,,,,,,,,,,,,0x10de,0x0301,0x0302,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVidia Quadro FX 2000,,,,,,,,,,,,,0x10de,0x0308,0x0308,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVidia Quadro FX 1000,,,,,,,,,,,,,0x10de,0x0309,0x0309,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX 5600,,,,,,,,,,,,,0x10de,0x0311,0x0312,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA NV31,,,,,,,,,,,,,0x10de,0x0313,0x0313,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX 5600,,,,,,,,,,,,,0x10de,0x0314,0x0314,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX Go 5600,,,,,,,,,,,,,0x10de,0x031a,0x031a,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX Go 5650,,,,,,,,,,,,,0x10de,0x031b,0x031b,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVidia Quadro FX Go 700,,,,,,,,,,,,,0x10de,0x031c,0x031c,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX 5200,,,,,,,,,,,,,0x10de,0x0320,0x0323,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX Go 5200,,,,,,,,,,,,,0x10de,0x0324,0x0324,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX Go 5250,,,,,,,,,,,,,0x10de,0x0325,0x0325,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX 5500,,,,,,,,,,,,,0x10de,0x0326,0x0326,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
NVIDIA GeForce FX 5100,,,,,,,,,,,,,0x10de,0x0327,0x0327,12,6658,12,6658,,,,,,,,,,,,,1,640,480,0,0,0,1,,,
